//Type   Slot   Skill   Width   Height   HaveSerial   HaveOption   DropItem   Name                                 Level   DamageMin   DamageMax   AttackSpeed   Durability   MagicDurability   MagicDamageRate   ReqLevel   ReqStrength   ReqDexterity   ReqEnergy   ReqVitality   ReqLeadership   None   DW      DK      FE      MG      DL      SU      RF
0
235      8      0       2       2        1            0            0          "Pet Pet Halloween 2018"             28      255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
236      8      62      1       1        1            0            0          "Horse Christmas"              	   28      255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
237      8      62      1       1        1            0            0          "Horse White"              	   28      255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
238      237    0       1       1        1            0            0          "Lyon"              	  	   28      255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
239      237    0       1       1        1            0            0          "Pet Love 1.0"              	   28      255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
240      237    0       1       1        1            0            0          "Pet Love 2.0"              	   28      255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
241      237    0       1       1        1            0            0          "Pet of War [RL]"              	   28      255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
242      237    0       1       1        1            0            0          "Pet of Cup"              	   28      255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
243      8      0       1       1        1            0            0          "Pet Steel"              	   	   28      255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
244      8      0       1       1        1            0            0          "Pet Style"              	   	   28      255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
245      237    0       1       1        1            0            0          "Pet Snow"              	  	   28      255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
246      8      62      1       1        1            0            0          "Horse Holly"             	   	   28      255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
247      8      76      2       2        1            0            0          "Fenrir Gift Christmas"              28      255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
248      8      62      1       1        1            0            0          "Horse Gift Christmas"               28      255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
249      237    0       1       1        1            0            0          "Mini Fenrir Gift Christmas"         28      255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
250      8      62      1       1        1            0            0          "Horse of Death"                     28      255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
251      8      49      1       1        1            0            0          "Horn of Dinorant Steel"             110     255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
252      8      49      1       1        1            0            0          "Horn of Dinorant Black"             110     255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
253      8      49      1       1        1            0            0          "Horn of Dinorant Gold"              110     255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
254      8      49      1       1        1            0            0          "Horn of Dinorant Pink"              110     255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
255      8      49      1       1        1            0            0          "Horn of Dinorant Red"               110     255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
256      8      49      1       1        1            0            0          "Horn of Dinorant Red Xmas"          110     255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
257      8      49      1       1        1            0            0          "Horn of Dinorant Green"             110     255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
258      236    0       1       1        1            0            0          "Eagle of Death"                     28      255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
259      8      0       1       1        1            0            0          "Pet Steel 2.0"              	   28      255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
260      8      76      2       2        1            0            0          "Ice Dragon - Steel"                 28      255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
261      8      62      1       1        1            0            0          "Horse of Abbadon"                   28      255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
262      8      76      2       2        1            0            0          "Ice Dragon - Blue"                  28      255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
263      8      0       1       1        1            0            0          "Pet Necromancer"              	   28      255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
264      236    0       1       1        1            0            0          "Eagle of Cold"                      28      255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
265      8      0       1       1        1            0            0          "Pet Rabbit Boy"              	   28      255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
266      8      0       1       1        1            0            0          "Pet Rabbit Girl"              	   28      255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
267      8      0       1       1        1            0            0          "Pet Rabbit Moon"              	   28      255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
268      236    0       1       1        1            0            0          "Eagle of Zeus"                      28      255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
269      8      62      1       1        1            0            0          "Horse Holly Night"             	   28      255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
270      248      76      1       1        1            0            0        "Ice Dragon - Steel [V]"             28      255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
271      8      0       1       1        1            0            0          "Pet Light Hawk"              	   28      255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
272      236    0       1       1        1            0            0          "Eagle of Dark Raven"                28      255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
273      8      76      2       2        1            0            0          "Pet Griffin"                  	   28      255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
274      8      76      2       2        1            0            0          "Pet Griffin Black"                  28      255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
275      8      0       1       1        1            0            0          "Pet Frost Black Skin 1"             28      255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
276      8      76      2       2        1            0            0          "Tail Fox"                  	   28      255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
// Os itens listados abaixo s o apenas a parte visual do inventario,  favor n o mexer , se for adicionar novos pets e montarias adicionem abaixo do numero 300
400	8	0	2	2	1	1	0	"Horn Fenrir Red"			0	255	0	0	0	0	0	0	0	0	2	2	2	1	1	2	1
401	8	0	2	2	1	1	0	"Horn Fenrir Green"			0	255	0	0	0	0	0	0	0	0	2	2	2	1	1	2	1
402	8	0	2	2	1	1	0	"Horn Fenrir Black"			0	255	0	0	0	0	0	0	0	0	2	2	2	1	1	2	1	
403	8	0	2	2	1	1	0	"Horn Fenrir Steel"			0	255	0	0	0	0	0	0	0	0	2	2	2	1	1	2	1
404	8	0	2	2	1	1	0	"Horn Fenrir Blue"			0	255	0	0	0	0	0	0	0	0	2	2	2	1	1	2	1
405	8	0	2	2	1	1	0	"Horn Fenrir Purple"			0	255	0	0	0	0	0	0	0	0	2	2	2	1	1	2	1
406	8	0	1	1	1	1	0	"Dinorant Blue"				0	255	0	0	0	0	0	0	0	0	2	2	2	1	1	2	1
407	8	0	1	1	1	1	0	"Dinorant Black"			0	255	0	0	0	0	0	0	0	0	2	2	2	1	1	2	1
408	8	0	1	1	1	1	0	"Dinorant Red"				0	255	0	0	0	0	0	0	0	0	2	2	2	1	1	2	1
409	8	0	1	1	1	1	0	"Dinorant Red xMax"			0	255	0	0	0	0	0	0	0	0	2	2	2	1	1	2	1
410	8	0	1	1	1	1	0	"Dinorant Green"			0	255	0	0	0	0	0	0	0	0	2	2	2	1	1	2	1
411	8	0	1	1	1	1	0	"Dinorant Steel"			0	255	0	0	0	0	0	0	0	0	2	2	2	1	1	2	1
412	8	0	1	1	1	1	0	"Dinorant Gold"				0	255	0	0	0	0	0	0	0	0	2	2	2	1	1	2	1
413	8	0	1	1	1	1	0	"Dinorant Pink"				0	255	0	0	0	0	0	0	0	0	2	2	2	1	1	2	1
414	8	0	1	1	1	1	0	"Fenrir Ghost"				0	255	0	0	0	0	0	0	0	0	2	2	2	1	1	2	1
415	8	0	2	2	1	1	0	"Horn Fenrir Gold"			0	255	0	0	0	0	0	0	0	0	2	2	2	1	1	2	1
416	8	0	2	2	1	1	0	"Horn Fenrir Ghost skin2"		0	255	0	0	0	0	0	0	0	0	2	2	2	1	1	2	1
417	8	0	2	2	1	1	0	"Horn Fenrir Ghost Skin3"		0	255	0	0	0	0	0	0	0	0	2	2	2	1	1	2	1
418	8	0	2	2	1	1	0	"Horn Horse ghost blue"			0	255	0	0	0	0	0	0	0	0	2	2	2	1	1	2	1
419	8	0	2	2	1	1	0	"Horn Horse ghost red"			0	255	0	0	0	0	0	0	0	0	2	2	2	1	1	2	1
420	8	0	2	2	1	1	0	"Horn Eagle hawk"			0	255	0	0	0	0	0	0	0	0	2	2	2	1	1	2	1
421	8	0	2	2	1	1	0	"Horn Eagle Horus"			0	255	0	0	0	0	0	0	0	0	2	2	2	1	1	2	1
422	8	0	2	2	1	1	0	"Horn Eagle Abbadon"			0	255	0	0	0	0	0	0	0	0	2	2	2	1	1	2	1
423	8	0	2	2	1	1	0	"Hon Fenrir Purple"			0	255	0	0	0	0	0	0	0	0	2	2	2	1	1	2	1
424	8	0	1	1	1	1	0	"Horse of Death"			0	255	0	0	0	0	0	0	0	0	2	2	2	1	1	2	1
425	8	0	1	1	1	1	0	"Horse of War Christmas"		0	255	0	0	0	0	0	0	0	0	2	2	2	1	1	2	1
426	8	0	1	1	1	1	0	"Horse of White"			0	255	0	0	0	0	0	0	0	0	2	2	2	1	1	2	1
426	8	0	1	1	1	1	0	"Eagle of Death"			0	255	0	0	0	0	0	0	0	0	2	2	2	1	1	2	1
427	8	0	1	1	1	1	0	"Dinorant Blue [Mini]"			0	255	0	0	0	0	0	0	0	0	2	2	2	1	1	2	1
428	8	0	1	1	1	1	0	"Dinorant Black [Mini]"			0	255	0	0	0	0	0	0	0	0	2	2	2	1	1	2	1
429	8	0	1	1	1	1	0	"Dinorant Red [Mini]"			0	255	0	0	0	0	0	0	0	0	2	2	2	1	1	2	1
430	8	0	1	1	1	1	0	"Dinorant Red xMax [Mini]"		0	255	0	0	0	0	0	0	0	0	2	2	2	1	1	2	1
431	8	0	1	1	1	1	0	"Dinorant Green [Mini]"			0	255	0	0	0	0	0	0	0	0	2	2	2	1	1	2	1
432	8	0	1	1	1	1	0	"Dinorant Steel [Mini]"			0	255	0	0	0	0	0	0	0	0	2	2	2	1	1	2	1
433	8	0	1	1	1	1	0	"Dinorant Gold [Mini]"			0	255	0	0	0	0	0	0	0	0	2	2	2	1	1	2	1
434	8	0	1	1	1	1	0	"Dinorant Pink [Mini]"			0	255	0	0	0	0	0	0	0	0	2	2	2	1	1	2	1
435	8	0	1	1	1	1	0	"Horse of Hallowen"			0	255	0	0	0	0	0	0	0	0	2	2	2	1	1	2	1
436	8	0	1	1	1	1	0	"Ice Dragon Steel"			0	255	0	0	0	0	0	0	0	0	2	2	2	1	1	2	1
437	8	0	1	1	1	1	0	"Horn Fenrir Abbadon"			0	255	0	0	0	0	0	0	0	0	2	2	2	1	1	2	1
438	8	0	1	1	1	1	0	"Horse of Abbadon"			0	255	0	0	0	0	0	0	0	0	2	2	2	1	1	2	1
439	8	0	1	1	1	1	0	"Ice Dragon Blue"			0	255	0	0	0	0	0	0	0	0	2	2	2	1	1	2	1
440	8	0	1	1	1	1	0	"Eagle of Cold"				0	255	0	0	0	0	0	0	0	0	2	2	2	1	1	2	1
441	8	0	1	1	1	1	0	"Eagle of Zeus"				0	255	0	0	0	0	0	0	0	0	2	2	2	1	1	2	1
442	8	0	1	1	1	1	0	"Horn Fenrir Holly"			0	255	0	0	0	0	0	0	0	0	2	2	2	1	1	2	1
443	8	0	1	1	1	1	0	"Horn Fenrir Holly Night"		0	255	0	0	0	0	0	0	0	0	2	2	2	1	1	2	1
444	8	0	1	1	1	1	0	"Horse of Holly"			0	255	0	0	0	0	0	0	0	0	2	2	2	1	1	2	1
445	8	0	1	1	1	1	0	"Horse of Holly Night"			0	255	0	0	0	0	0	0	0	0	2	2	2	1	1	2	1
446	8	0	1	1	1	1	0	"Eagle of Dark Raven"			0	255	0	0	0	0	0	0	0	0	2	2	2	1	1	2	1
447	8	0	1	1	1	1	0	"Griffin"				0	255	0	0	0	0	0	0	0	0	2	2	2	1	1	2	1
448	8	0	1	1	1	1	0	"Griffin Black"				0	255	0	0	0	0	0	0	0	0	2	2	2	1	1	2	1
449	8	0	1	1	1	1	0	"Horn Tail Fox"				0	255	0	0	0	0	0	0	0	0	2	2	2	1	1	2	1
end

14
//Type   Slot   Skill   Width   Height   HaveSerial   HaveOption   DropItem   Name                                 Value   Level
0        *      0       1       1        1            0            1          "Apple"                              5       1
1        *      0       1       1        1            0            1          "Small Healing Potion"               10      10
2        *      0       1       1        1            0            1          "Healing Potion"                     20      25
3        *      0       1       1        1            0            1          "Large Healing Potion"               30      40
4        *      0       1       1        1            0            1          "Small Mana Potion"                  10      10
5        *      0       1       1        1            0            1          "Mana Potion"                        20      25
6        *      0       1       1        1            0            1          "Large Mana Potion"                  30      40
7        *      0       1       1        1            0            0          "Siege Potion"                       30      0
8        *      0       1       1        1            0            1          "Antidote"                           10      10
9        *      0       1       2        1            0            1          "Ale"                                30      15
10       *      0       1       2        1            0            0          "Town Portal Scroll"                 30      30
11       *      0       1       1        1            0            0          "Box of Luck"                        0       0
12       *      0       1       1        1            0            0          "Heart"                              0       0
13       *      0       1       1        1            0            1          "Jewel of Bless"                     150     25
14       *      0       1       1        1            0            1          "Jewel of Soul"                      150     30
15       *      0       1       1        0            0            0          "Zen"                                0       0
16       *      0       1       1        1            0            1          "Jewel of Life"                      0       72
17       *      0       1       1        1            0            0          "Devil's Eye"                        0       1
18       *      0       1       1        1            0            0          "Devil's Key"                        0       1
19       *      0       1       1        1            0            0          "Devil's Invitation"                 0       0
20       *      0       1       1        1            0            0          "Remedy of Love"                     0       0
21       *      0       1       1        1            0            1          "Rena"                               0       0
22       *      0       1       1        1            0            1          "Jewel of Creation"                  0       78
23       *      0       1       1        1            0            0          "Scroll of the Emperor"              0       0
24       *      0       1       2        1            0            0          "Broken Sword"                       0       0
25       *      0       1       1        1            0            0          "Tear of Elf"                        0       0
26       *      0       1       1        1            0            0          "Soul Shard of Wizard"               0       0
28       *      0       1       1        1            0            0          "Lost Map"                           0       0
29       *      0       1       1        1            0            0          "Symbol of Kundun"                   0       0
31       *      0       1       1        1            0            0          "Jewel of Guardian"                  75      0
32       *      0       1       1        1            0            0          "Pink Chocolate Box"                 0       0
33       *      0       1       1        1            0            0          "Red Chocolate Box"                  0       0
34       *      0       1       1        1            0            0          "Blue Chocolate Box"                 0       0
35       *      0       1       1        1            0            1          "Small SD Potion"                    50      0
36       *      0       1       1        1            0            1          "SD Potion"                          80      0
37       *      0       1       1        1            0            1          "Large SD Potion"                    100     0
38       *      0       1       1        1            0            1          "Small Complex Potion"               20      68
39       *      0       1       1        1            0            1          "Complex Potion"                     40      96
40       *      0       1       1        1            0            1          "Large Complex Potion"               60      118
41       *      0       1       1        1            0            0          "Gemstone"                           150     25
42       *      0       1       1        1            0            0          "Jewel of Harmony"                   150     25
43       *      0       1       1        1            0            0          "Lower refining stone"               150     25
44       *      0       1       1        1            0            0          "Higher refining stone"              150     25
45       *      0       1       1        1            0            0          "Pumpkin of Luck"                    0       1
46       *      0       1       2        1            0            0          "Jack O'Lantern Blessings"           0       0
47       *      0       1       2        1            0            0          "Jack O'Lantern Wrath"               0       0
48       *      0       1       2        1            0            0          "Jack O'Lantern Cry"                 0       0
49       *      0       1       1        1            0            0          "Jack O'Lantern Food"                0       0
50       *      0       1       1        1            0            0          "Jack O'Lantern Drink"               0       0
51       *      0       1       1        1            0            0          "Chistmas Star"                      0       0
52       *      0       1       1        1            0            0          "GM Gift"                            0       0
53       *      0       1       1        1            0            0          "Talisman of Luck"                   0       0
54       *      0       1       1        1            0            0          "Chaos Card"                         0       0
55       *      0       1       1        1            0            0          "Green Chaos Box"                    0       0
56       *      0       1       1        1            0            0          "Red Chaos Box"                      0       0
57       *      0       1       1        1            0            0          "Purple Chaos Box"                   0       0
58       *      0       1       1        1            0            0          "Rare Item Ticket1"                  0       0
59       *      0       1       1        1            0            0          "Rare Item Ticket2"                  0       0
60       *      0       1       1        1            0            0          "Rare Item Ticket3"                  0       0
61       *      0       1       1        1            0            0          "Rare Item Ticket4"                  0       0
62       *      0       1       1        1            0            0          "Rare Item Ticket5"                  0       0
63       *      0       1       1        1            0            0          "Firecracker"                        0       0
64       *      0       1       1        1            0            0          "Cursed Castle Water"                0       0
65       *      0       1       1        1            0            0          "Death-beam Knight Flame"            0       0
66       *      0       1       2        1            0            0          "Hell-Miner Horn"                    0       0
67       *      0       1       2        1            0            0          "Dark Phoenix Feather"               0       0
68       *      0       1       2        1            0            0          "Abyssal Eye"                        0       0
70       *      0       1       1        1            0            0          "Elite Healing Potion"               0       0
71       *      0       1       1        1            0            0          "Elite Mana Potion"                  0       0
72       *      0       2       2        1            0            0          "Scroll of Quickness"                0       0
73       *      0       2       2        1            0            0          "Scroll of Defense"                  0       0
74       *      0       2       2        1            0            0          "Scroll of Wrath"                    0       0
75       *      0       2       2        1            0            0          "Scroll of Wizardry"                 0       0
76       *      0       2       2        1            0            0          "Scroll of Health"                   0       0
77       *      0       2       2        1            0            0          "Scroll of Mana"                     0       0
78       *      0       1       2        1            0            0          "Elixir of Strength"                 0       0
79       *      0       1       2        1            0            0          "Elixir of Agility"                  0       0
80       *      0       1       2        1            0            0          "Elixir of Health"                   0       0
81       *      0       1       2        1            0            0          "Elixir of Energy"                   0       0
82       *      0       1       2        1            0            0          "Elixir of Control"                  0       0
83       *      0       1       1        1            0            0          "Rare Item Ticket"                   0       0
84       *      0       1       1        1            0            0          "Cherry Blossom Play-Box"            0       0
85       *      0       1       2        1            0            0          "Cherry Blossom Wine"                0       0
86       *      0       1       1        1            0            0          "Cherry Blossom Rice Cake"           0       0
87       *      0       1       1        1            0            0          "Cherry Blossom Flower Petal"        0       0
88       *      0       1       2        1            0            0          "White Cherry Blossom Branch"        0       0
89       *      0       1       2        1            0            0          "Red Cherry Blossom Branch"          0       0
90       *      0       1       2        1            0            0          "Golden Cherry Blossom Branch"       0       0
91       *      0       1       1        1            0            0          "Summoner Character Card"            0       0
92       *      0       1       1        1            0            0          "Chaos Card Gold"                    0       0
93       *      0       1       1        1            0            0          "Chaos Card Rare"                    0       0
94       *      0       1       1        1            0            0          "Medium Elite Healing Potion"        0       0
95       *      0       1       1        1            0            0          "Chaos Card  Mini"                   0       0
96       *      0       1       1        1            0            0          "Talisman of Chaos Assembly"         0       0
97       *      0       2       2        1            0            0          "Scroll of Battle"                   0       0
98       *      0       2       2        1            0            0          "Scroll of Strength"                 0       0
99       *      0       1       1        1            0            0          "Christmas Firecracker"              0       0
100      *      0       1       1        1            0            0          "Lucky Coin"                         0       0
101      *      0       1       1        1            0            0          "Suspicious Scrap of Paper"          0       32
102      *      0       1       1        1            0            0          "Gaion's Order"                      0       0
103      *      0       1       1        1            0            0          "First Secromicon Fragment"          0       0
104      *      0       1       1        1            0            0          "Second Secromicon Fragment"         0       0
105      *      0       1       1        1            0            0          "Third Secromicon Fragment"          0       0
106      *      0       1       1        1            0            0          "Fourth Secromicon Fragment"         0       0
107      *      0       1       1        1            0            0          "Fifth Secromicon Fragment"          0       0
108      *      0       1       1        1            0            0          "Sixth Secromicon Fragment"          0       0
109      *      0       1       1        1            0            0          "Complete Secromicon"                0       0
110      *      0       1       1        1            0            0          "Sign of Dimensions"                 0       32
111      *      0       1       1        1            0            0          "Mirror of Dimensions"               0       0
112      *      0       1       1        1            0            0          "Silver Key"                         0       0
113      *      0       1       1        1            0            0          "Gold Key"                           0       0
114      *      0       1       1        1            0            0          "Master Skill Reset"                 0       0
115      *      0       1       1        1            0            0          "Stat Adjustment"                    0       0
116      *      0       1       1        1            0            0          "Character Relocation Service"       0       0
117      *      0       1       1        1            0            0          "Character Rename Service"           0       0
118      *      0       1       1        1            0            0          "Server Relocation Service"          0       0
119      *      0       1       1        1            0            0          "Premium Package"                    0       0
120      *      0       1       1        1            0            0          "Goblin Gold Coin"                   0       0
121      *      0       1       1        1            0            0          "Sealed Golden Box"                  0       0
122      *      0       1       1        1            0            0          "Sealed Silver Box"                  0       0
123      *      0       1       1        1            0            0          "Golden Box"                         0       0
124      *      0       1       1        1            0            0          "Silver Box"                         0       0
125      *      0       1       1        1            0            0          "Package Box"                        0       0
126      *      0       1       1        1            0            0          "30-Day Pass"                        0       0
127      *      0       1       1        1            0            0          "90-Day Pass"                        0       0
128      *      0       1       1        1            0            0          "30-Day Pass - Points"               0       0
129      *      0       1       1        1            0            0          "90-Day Pass - Points"               0       0
130      *      0       1       1        1            0            0          "3-Hour Pass"                        0       0
131      *      0       1       1        1            0            0          "5-Hour Pass"                        0       0
132      *      0       1       1        1            0            0          "10-Hour Pass"                       0       0
133      *      0       1       1        1            0            0          "Elite SD Potion"                    0       0
134      *      0       1       1        1            0            0          "Package Box A"                      0       0
135      *      0       1       1        1            0            0          "Package Box B"                      0       0
136      *      0       1       1        1            0            0          "Package Box C"                      0       0
137      *      0       1       1        1            0            0          "Package Box D"                      0       0
138      *      0       1       1        1            0            0          "Package Box E"                      0       0
139      *      0       1       1        1            0            0          "Package Box F"                      0       0
140      *      0       2       2        1            0            0          "Scroll of Healing"                  0       0
141      *      0       1       1        1            0            0          "Shining Jewelry Case"               0       0
142      *      0       1       1        1            0            0          "Elegant Jewelry Case"               0       0
143      *      0       1       1        1            0            0          "Steel Jewelry Case"                 0       0
144      *      0       1       1        1            0            0          "Old Jewelry Case"                   0       0
145      *      0       1       1        1            0            0          "Rare Item Ticket 7"                 0       0
146      *      0       1       1        1            0            0          "Rare Item Ticket 8"                 0       0
147      *      0       1       1        1            0            0          "Rare Item Ticket 9"                 0       0
148      *      0       1       1        1            0            0          "Rare Item Ticket 10"                0       0
149      *      0       1       1        1            0            0          "Rare Item Ticket 11"                0       0
150      *      0       1       1        1            0            0          "Rare Item Ticket 12"                0       0
151	 *	0	1	2	 1	      0	           0	      "Lv. 1 Letter of Request"	           0	   0	
152	 *	0	1	2	 1	      0	           0	      "Lv. 1 Completion Certificate"	   0	   0	
153	 *	0	1	1	 1	      0	           0	      "Stardust"	                   60	   0	
154	 *	0	1	1	 1	      0	           0	      "Kalt Stone"	                   60	   0	
155	 *	0	2	2	 1	      0	           0	      "Tantalos's Armor"	           60	   0	
156	 *	0	1	3	 1	      0	           0	      "Burnt Murderer's Club"	           60	   0	
157	 *	0	1	1	 1	      0	           0	      "Green Box"	                   190	   0	
158	 *	0	1	1	 1	      0	           0	      "Red Box"	                           190	   0	
159	 *	0	1	1	 1	      0	           0	      "Purple Box"	                   190	   0	
160	 *	0	1	1	 1	      0	           0	      "Jewel of Extension"	           0	   0	
161	 *	0	1	1	 1	      0	           0	      "Jewel of Elevation"	           0	   0	
162	 *	0	1	1	 1	      0	           0	      "Magic Backpack"	                   0	   0	
163	 *	0	1	1	 1	      0	           0	      "Vault Expansion Certificate"	   0	   0	
169	 *	0	1	1	 1	      0	           0	      "Rage Fighter Character Card"	   0	   0
200       *      0       1       1        1            0            0          "Box of Master Reset"                  0       0	
244	*	0	1	1	 1	      0		   0	      "Jewel Of Level"			   0	   0
245	*	0	1	1	 1	      0	  	   0	      "Jewel Of Skill"		           0	   0
246	*	0	1	1	 1	      0	   	   0	      "Jewel Of Luck"		           0	   0
247	*	0	1	1	 1	      0	  	   0	      "Jewel Of Adicional"		   0	   0
248	*	0	1	1	 1	      0	   	   0	      "Jewel Of Excelentt"		   0	   0
249	*	0	1	1	 1	      0	   	   0	      "Jewel Of Socket"		           0	   0
250	*	0	1	1	 1	      0	   	   0 	      "Jewel Of Ancient 1"		   0	   0
251	*	0	1	1	 1	      0	  	   0	      "Jewel Of Ancient 2"		   0	   0
252	*	0	1	1	 1	      0		   0	      "Jewel Of full"		           0	   0
253	*	0	1	1	 1	      0		   0	      "Jewel of Light Hawk: Evolution"	   0	   0
254	*	0	1	1	 1	      0		   0	      "Jewel of Light Hawk"		   0	   0
255	*	0	1	1	 1	      0		   0	      "Relic of Light Hawk"		   0	   0
// New Boxs
300      *      0       1       1        1            0            0          "Yellow Football Box"                0       0
301      *      0       1       1        1            0            0          "Blue Football Box"                  0       0
302      *      0       1       1        1            0            0          "Green Football Box"                 0       0
303      *      0       1       1        1            0            0          "Black Football Box"                 0       0
304      *      0       1       2        1            0            0          "WorldCup Box"                       0       0
305      *      0       1       1        1            0            0          "Green Candy Box"                    0       0
306      *      0       1       1        1            0            0          "Blue Candy Box"                     0       0
307      *      0       1       1        1            0            0          "Red Candy Box"                      0       0
308      *      0       1       1        1            0            0          "Green Box of Christmas"             0       0
309      *      0       1       1        1            0            0          "Blue Box of Christmas"              0       0
310      *      0       1       1        1            0            0          "Red Box of Christmas"               0       0
311      *      0       1       1        1            0            0          "Silver Box of Christmas"            0       0
312      *      0       1       1        1            0            0          "Bag of Christmas"                   0       0
313      *      0       1       1        1            0            0          "Abbadon Box"     	           0       0
314      *      0       1       1        1            0            0          "Necromancer Box"     	           0       0
315      *      0       1       1        1            0            0          "Cold Box"     	           	   0       0
316      *      0       1       1        1            0            0          "Rabbit Box"     	           	   0       0
317      *      0       1       1        1            0            0          "Horus Box"     	           	   0       0
318      *      0       1       1        1            0            0          "Holly Gold Box"     	           0       0
319      *      0       1       1        1            0            0          "Holly White Box"     	           0       0
320      *      0       1       1        1            0            0          "Apocalipse 2.0 Box"     	           0       0
321      *      0       1       1        1            0            0          "Light Hawk Box"     	           0       0
322      *      0       1       1        1            0            0          "Dark Raven Box"     	           0       0
// Summon boss
441	*	0	2	2	 1	      0		   0	      "Summon Boss Level 1"		   0	   0
442	*	0	2	2	 1	      0	   	   0	      "Summon Boss Level 2"		   0	   0
443	*	0	2	2	 1	      0		   0	      "Summon Boss Level 3"		   0	   0
444	*	0	2	2	 1	      0		   0	      "Summon Boss Level 4"		   0	   0
445	*	0	2	2	 1	      0	 	   0	      "Summon Boss Level 5"		   0	   0
446	*	0	2	2	 1	      0		   0	      "Summon Boss Level 6"		   0	   0
447	*	0	2	2	 1	      0		   0	      "Summon Boss Level 7"		   0	   0
448	*	0	2	2	 1	      0		   0	      "Summon Boss Level 8"		   0	   0
449	*	0	2	2	 1	      0		   0	      "Summon Boss Level 9"		   0	   0
450	*	0	2	2	 1	      0		   0	      "Summon Boss Level 10" 		   0	   0
451	*	0	2	2	 1	      0	 	   0	      "Summon Boss Level 11"		   0	   0
end

15
//Type   Slot   Skill   Width   Height   HaveSerial   HaveOption   DropItem   Name                                 Level   ReqLevel   ReqEnergy   BuyMoney   DW      DK      FE      MG      DL      SU      RF
0        *      0       1       2        1            0            0          "Scroll of Poison"                   30      0          100         17000      1       0       0       1       0       0       0
1        *      0       1       2        1            0            0          "Scroll of Meteorite"                21      0          100         11000      1       0       0       1       0       1       0
2        *      0       1       2        1            0            0          "Scroll of Lighting"                 13      0          100         3000       1       0       0       1       0       0       0
3        *      0       1       2        1            0            0          "Scroll of Fire Ball"                5       0          100         300        1       0       0       1       0       1       0
4        *      0       1       2        1            0            0          "Scroll of Flame"                    35      0          100         21000      1       0       0       1       0       0       0
5        *      0       1       2        1            0            0          "Scroll of Teleport"                 17      0          100         5000       1       0       0       0       0       0       0
6        *      0       1       2        1            0            0          "Scroll of Ice"                      25      0          100         14000      1       0       0       1       0       1       0
7        *      0       1       2        1            0            0          "Scroll of Twister"                  40      0          100         25000      1       0       0       1       0       0       0
8        *      0       1       2        1            0            0          "Scroll of Evil Spirit"              50      0          100         35000      1       0       0       1       0       0       0
9        *      0       1       2        1            0            0          "Scroll of Hellfire"                 60      0          100         60000      1       0       0       1       0       0       0
10       *      0       1       2        1            0            0          "Scroll of Power Wave"               9       0          100         1150       1       0       0       1       0       1       0
11       *      0       1       2        1            0            0          "Scroll of Aqua Beam"                74      0          110         100000     1       0       0       1       0       0       0
12       *      0       1       2        1            0            0          "Scroll of Cometfall"                80      0          150         175000     1       0       0       1       0       0       0
